club,name,age,nationality,position,short_pos,fee,dealing_club,dealing_country,movement,window,league,season,is_loan,loan_status
Hellas Verona,Ronaldo Vieira,22,England,Central Midfield,CM,6500000.0,Sampdoria,Italy,in,summer,Serie A,2020,True,loan with fee
Hellas Verona,Michele Vano,29,Italy,Centre-Forward,CF,300000.0,Carpi,Italy,in,summer,Serie A,2020,False,
Hellas Verona,Bachir Mané,22,Senegal,Defensive Midfield,DM,75000.0,Carpi,Italy,in,summer,Serie A,2020,False,
Hellas Verona,Mert Cetin,23,Turkey,Centre-Back,CB,2000000.0,AS Roma,Italy,in,summer,Serie A,2020,True,free loan
Hellas Verona,Marco Benassi,26,Italy,Central Midfield,CM,10000000.0,Fiorentina,Italy,in,summer,Serie A,2020,True,free loan
Hellas Verona,Antonin Barak,25,Czech Republic,Attacking Midfield,AM,8000000.0,Udinese Calcio,Italy,in,summer,Serie A,2020,True,free loan
Hellas Verona,Andrea Favilli,23,Italy,Centre-Forward,CF,4000000.0,Genoa,Italy,in,summer,Serie A,2020,True,free loan
Hellas Verona,Ivan Ilic,19,Serbia,Central Midfield,CM,700000.0,Man City U23,England,in,summer,Serie A,2020,True,free loan
Hellas Verona,Eddie Salcedo,18,Italy,Centre-Forward,CF,10000000.0,Inter,Italy,in,summer,Serie A,2020,True,free loan
Hellas Verona,Giangiacomo Magnani,24,Italy,Centre-Back,CB,3200000.0,Sassuolo,Italy,in,summer,Serie A,2020,True,free loan
Hellas Verona,Federico Ceccherini,28,Italy,Centre-Back,CB,2500000.0,Fiorentina,Italy,in,summer,Serie A,2020,True,free loan
Hellas Verona,Marash Kumbulla,20,Albania,Centre-Back,CB,25000000.0,AS Roma,Italy,out,summer,Serie A,2020,True,loan with fee
Hellas Verona,Luca Marrone,30,Italy,Centre-Back,CB,750000.0,Crotone,Italy,out,summer,Serie A,2020,False,
Hellas Verona,Liam Henderson,24,Scotland,Central Midfield,CM,1500000.0,Lecce,Italy,out,summer,Serie A,2020,False,
Hellas Verona,Simone Calvano,27,Italy,Central Midfield,CM,250000.0,Triestina,Italy,out,summer,Serie A,2020,False,
Hellas Verona,Yves Bationo,27,Burkina Faso,Central Midfield,CM,,Portici,Italy,out,summer,Serie A,2020,False,
Hellas Verona,Pierluigi Cappelluzzo,24,Italy,Centre-Forward,CF,50000.0,Viterbese,Italy,out,summer,Serie A,2020,False,
Hellas Verona,Jure Balkovec,26,Slovenia,Left-Back,LB,950000.0,Karagümrük,Turkey,out,summer,Serie A,2020,False,
Hellas Verona,Simon Stefanec,22,Slovakia,Attacking Midfield,AM,100000.0,Puchov,Slovakia,out,summer,Serie A,2020,False,
Hellas Verona,Deian Boldor,25,Romania,Centre-Back,CB,250000.0,Potenza,Italy,out,summer,Serie A,2020,False,
Hellas Verona,Joseph Ekuban,20,Ghana,Centre-Forward,CF,50000.0,V. Francavilla,Italy,out,summer,Serie A,2020,False,
Hellas Verona,Michele Vano,29,Italy,Centre-Forward,CF,300000.0,Mantova,Italy,out,summer,Serie A,2020,True,free loan
Hellas Verona,Rayyan Baniya,21,Turkey,Centre-Back,CB,125000.0,Mantova,Italy,out,summer,Serie A,2020,True,free loan
Hellas Verona,Lucas Felippe,20,Brazil,Central Midfield,CM,150000.0,Mantova,Italy,out,summer,Serie A,2020,True,free loan
Hellas Verona,Andrea Badan,22,Italy,Left-Back,LB,50000.0,Oldham Athletic,England,out,summer,Serie A,2020,False,
Hellas Verona,Yves Bationo,26,Burkina Faso,Central Midfield,CM,25000.0,Flamurtari FC,Albania,out,summer,Serie A,2020,True,free loan
Hellas Verona,Nicolò Casale,22,Italy,Centre-Back,CB,400000.0,FC Empoli,Italy,out,summer,Serie A,2020,True,free loan
Hellas Verona,Karamoko Cissé,31,Guinea,Centre-Forward,CF,300000.0,Cittadella,Italy,out,summer,Serie A,2020,False,
Hellas Verona,Mariusz Stepinski,25,Poland,Centre-Forward,CF,3000000.0,Lecce,Italy,out,summer,Serie A,2020,True,free loan
Hellas Verona,Antonino Ragusa,30,Italy,Left Winger,LW,700000.0,Brescia,Italy,out,summer,Serie A,2020,True,free loan
Hellas Verona,Lubomir Tupta,22,Slovakia,Centre-Forward,CF,350000.0,Ascoli,Italy,out,summer,Serie A,2020,True,free loan
Hellas Verona,Salvatore Bocchetti,33,Italy,Centre-Back,CB,600000.0,Pescara,Italy,out,summer,Serie A,2020,True,free loan
Hellas Verona,Nunzio Brandi,19,Italy,Central Midfield,CM,50000.0,Turris,Italy,out,summer,Serie A,2020,True,free loan
Hellas Verona,Alessandro Crescenzi,28,Italy,Left-Back,LB,300000.0,Cremonese,Italy,out,summer,Serie A,2020,False,
Hellas Verona,Aleksejs Saveljevs,21,Latvia,Central Midfield,CM,50000.0,Mantova,Italy,out,summer,Serie A,2020,False,
Hellas Verona,Luca Checchin,23,Italy,Defensive Midfield,DM,100000.0,Retired,,out,summer,Serie A,2020,False,
Hellas Verona,Fabio Borini,29,Italy,Left Winger,LW,4000000.0,Without Club,,out,summer,Serie A,2020,False,
Hellas Verona,Giampaolo Pazzini,36,Italy,Centre-Forward,CF,350000.0,Without Club,,out,summer,Serie A,2020,False,
Hellas Verona,Riccardo Tosi,20,Italy,Goalkeeper,GK,150000.0,Mantova,Italy,out,summer,Serie A,2020,False,
Hellas Verona,Matteo Pinton,22,Italy,Right-Back,RB,75000.0,Mantova,Italy,out,summer,Serie A,2020,False,
Hellas Verona,Vincenzo Silvestro,22,Italy,Left Midfield,LM,150000.0,Mantova,Italy,out,summer,Serie A,2020,False,
Hellas Verona,Alberto Almici,27,Italy,Right-Back,RB,400000.0,Without Club,,out,summer,Serie A,2020,False,
Hellas Verona,Edoardo Pavan,22,Italy,Right-Back,RB,125000.0,Without Club,,out,summer,Serie A,2020,False,
Hellas Verona,Matteo Pessina,23,Italy,Attacking Midfield,AM,12000000.0,Atalanta BC,Italy,out,summer,Serie A,2020,True,end of loan
Hellas Verona,Valerio Verre,26,Italy,Central Midfield,CM,3200000.0,Sampdoria,Italy,out,summer,Serie A,2020,True,end of loan
Hellas Verona,Sofyan Amrabat,24,Morocco,Central Midfield,CM,20000000.0,Fiorentina,Italy,out,summer,Serie A,2020,True,end of loan
Hellas Verona,Amir Rrahmani,26,Kosovo,Centre-Back,CB,14000000.0,SSC Napoli,Italy,out,summer,Serie A,2020,True,end of loan
Hellas Verona,Eddie Salcedo,18,Italy,Centre-Forward,CF,10000000.0,Genoa,Italy,out,summer,Serie A,2020,True,end of loan
Hellas Verona,Emmanuel Badu,29,Ghana,Central Midfield,CM,850000.0,Udinese Calcio,Italy,out,summer,Serie A,2020,True,end of loan
Hellas Verona,Claud Adjapong,22,Italy,Right-Back,RB,2700000.0,Sassuolo,Italy,out,summer,Serie A,2020,True,end of loan
Hellas Verona,Koray Günter,26,Germany,Centre-Back,CB,4500000.0,Genoa,Italy,out,summer,Serie A,2020,True,end of loan
Hellas Verona,Boris Radunović,24,Serbia,Goalkeeper,GK,450000.0,Atalanta BC,Italy,out,summer,Serie A,2020,True,end of loan
Hellas Verona,Valentin Eysseric,28,France,Attacking Midfield,AM,1200000.0,Fiorentina,Italy,out,summer,Serie A,2020,True,end of loan
Hellas Verona,Stefano Sturaro,27,Italy,Central Midfield,CM,5000000.0,Genoa,Italy,in,winter,Serie A,2020,True,free loan
Hellas Verona,Kevin Lasagna,28,Italy,Centre-Forward,CF,7500000.0,Udinese Calcio,Italy,in,winter,Serie A,2020,True,free loan
Hellas Verona,Adama Sane,20,Senegal,Centre-Forward,CF,75000.0,Mantova,Italy,out,winter,Serie A,2020,True,free loan
Hellas Verona,Lubomir Tupta,22,Slovakia,Centre-Forward,CF,350000.0,FC Sion,Switzerland,out,winter,Serie A,2020,True,free loan
Hellas Verona,Luigi Vitale,33,Italy,Left-Back,LB,200000.0,Frosinone,Italy,out,winter,Serie A,2020,False,
Hellas Verona,Antonio Di Gaudio,31,Italy,Left Winger,LW,300000.0,Chievo Verona,Italy,out,winter,Serie A,2020,False,
Hellas Verona,Alan Empereur,26,Brazil,Centre-Back,CB,1000000.0,Palmeiras,Brazil,out,winter,Serie A,2020,True,free loan
Hellas Verona,Samuel Di Carmine,32,Italy,Centre-Forward,CF,1500000.0,Crotone,Italy,out,winter,Serie A,2020,True,free loan
Hellas Verona,Karim Laribi,29,Tunisia,Attacking Midfield,AM,350000.0,Reggiana,Italy,out,winter,Serie A,2020,True,free loan
Hellas Verona,Andrea Danzi,21,Italy,Defensive Midfield,DM,400000.0,Ascoli,Italy,out,winter,Serie A,2020,True,free loan
Hellas Verona,Michele Vano,29,Italy,Centre-Forward,CF,300000.0,Perugia,Italy,out,winter,Serie A,2020,True,free loan
Hellas Verona,Emmanuel Badu,30,Ghana,Central Midfield,CM,600000.0,Without Club,,out,winter,Serie A,2020,False,
Inter Milan,Achraf Hakimi,21,Morocco,Right Midfield,RM,54000000.0,Real Madrid,Spain,in,summer,Serie A,2020,False,
Inter Milan,Nicolò Barella,23,Italy,Central Midfield,CM,50000000.0,Cagliari Calcio,Italy,in,summer,Serie A,2020,False,
Inter Milan,Stefano Sensi,25,Italy,Central Midfield,CM,20000000.0,Sassuolo,Italy,in,summer,Serie A,2020,False,
Inter Milan,Andrea Pinamonti,21,Italy,Centre-Forward,CF,13500000.0,Genoa,Italy,in,summer,Serie A,2020,False,
Inter Milan,Darian Males,19,Switzerland,Centre-Forward,CF,2000000.0,FC Luzern,Switzerland,in,summer,Serie A,2020,False,
Inter Milan,Aleksandar Kolarov,34,Serbia,Left-Back,LB,5000000.0,AS Roma,Italy,in,summer,Serie A,2020,False,
Inter Milan,Georgios Vagiannidis,18,Greece,Right-Back,RB,400000.0,Panathinaikos,Greece,in,summer,Serie A,2020,False,
Inter Milan,Alexis Sánchez,31,Chile,Centre-Forward,CF,16000000.0,Man Utd,England,in,summer,Serie A,2020,False,
Inter Milan,Arturo Vidal,33,Chile,Central Midfield,CM,11000000.0,FC Barcelona,Spain,in,summer,Serie A,2020,False,
Inter Milan,Matteo Darmian,30,Italy,Right-Back,RB,6500000.0,Parma,Italy,in,summer,Serie A,2020,True,free loan
Inter Milan,Mauro Icardi,27,Argentina,Centre-Forward,CF,60000000.0,Paris SG,France,out,summer,Serie A,2020,False,
Inter Milan,Andrea Pinamonti,21,Italy,Centre-Forward,CF,13500000.0,Genoa,Italy,out,summer,Serie A,2020,False,
Inter Milan,Yann Karamoh,22,France,Right Winger,RW,7500000.0,Parma,Italy,out,summer,Serie A,2020,False,
Inter Milan,Dalbert,27,Brazil,Left-Back,LB,9000000.0,Stade Rennais,France,out,summer,Serie A,2020,True,loan with fee
Inter Milan,Valentino Lazaro,24,Austria,Right Midfield,RM,15000000.0,Bor. M'gladbach,Germany,out,summer,Serie A,2020,True,loan with fee
Inter Milan,Andrea Palazzi,24,Italy,Central Midfield,CM,300000.0,Monza,Italy,out,summer,Serie A,2020,False,
Inter Milan,Samuele Longo,28,Italy,Centre-Forward,CF,600000.0,LR Vicenza,Italy,out,summer,Serie A,2020,False,
Inter Milan,Felice D'Amico,20,Italy,Attacking Midfield,AM,250000.0,Sampdoria,Italy,out,summer,Serie A,2020,False,
Inter Milan,Matteo Rover,21,Italy,Second Striker,SS,200000.0,Südtirol,Italy,out,summer,Serie A,2020,False,
Inter Milan,Niccolò Marcellusi,20,Italy,Right Midfield,RM,,Carpi,Italy,out,summer,Serie A,2020,False,
Inter Milan,Borja Valero,35,Spain,Central Midfield,CM,1200000.0,Fiorentina,Italy,out,summer,Serie A,2020,False,
Inter Milan,Diego Godín,34,Uruguay,Centre-Back,CB,5000000.0,Cagliari Calcio,Italy,out,summer,Serie A,2020,False,
Inter Milan,Lorenzo Gavioli,20,Italy,Central Midfield,CM,400000.0,Feralpisalò,Italy,out,summer,Serie A,2020,True,free loan
Inter Milan,Antonio Candreva,33,Italy,Right Midfield,RM,5000000.0,Sampdoria,Italy,out,summer,Serie A,2020,True,free loan
Inter Milan,João Mário,27,Portugal,Central Midfield,CM,13000000.0,Sporting CP,Portugal,out,summer,Serie A,2020,True,free loan
Inter Milan,Marco Pompetti,20,Italy,Defensive Midfield,DM,650000.0,Cavese,Italy,out,summer,Serie A,2020,True,free loan
Inter Milan,Lorenzo Pirola,18,Italy,Centre-Back,CB,1500000.0,Monza,Italy,out,summer,Serie A,2020,True,free loan
Inter Milan,Xian Emmers,21,Belgium,Central Midfield,CM,450000.0,Almere City,Netherlands,out,summer,Serie A,2020,True,free loan
Inter Milan,Georgios Vagiannidis,19,Greece,Right-Back,RB,400000.0,Sint-Truiden,Belgium,out,summer,Serie A,2020,True,free loan
Inter Milan,Andreaw Gravillon,22,France,Centre-Back,CB,3500000.0,FC Lorient,France,out,summer,Serie A,2020,True,free loan
Inter Milan,Eddie Salcedo,18,Italy,Centre-Forward,CF,10000000.0,Hellas Verona,Italy,out,summer,Serie A,2020,True,free loan
Inter Milan,Michele Di Gregorio,23,Italy,Goalkeeper,GK,3000000.0,Monza,Italy,out,summer,Serie A,2020,True,free loan
Inter Milan,Sebastiano Esposito,18,Italy,Centre-Forward,CF,9000000.0,SPAL,Italy,out,summer,Serie A,2020,True,free loan
Inter Milan,Darian Males,19,Switzerland,Centre-Forward,CF,2000000.0,Genoa,Italy,out,summer,Serie A,2020,True,free loan
Inter Milan,Lucien Agoume,18,France,Defensive Midfield,DM,3500000.0,Spezia Calcio,Italy,out,summer,Serie A,2020,True,free loan
Inter Milan,Davide Zugaro,20,Italy,Left-Back,LB,25000.0,Giana Erminio,Italy,out,summer,Serie A,2020,True,free loan
Inter Milan,Gabriel Brazão,19,Brazil,Goalkeeper,GK,1500000.0,Real Oviedo,Spain,out,summer,Serie A,2020,True,free loan
Inter Milan,Niccolò Corrado,20,Italy,Left-Back,LB,200000.0,Palermo,Italy,out,summer,Serie A,2020,True,free loan
Inter Milan,Vincenzo Tommasone,25,Italy,Second Striker,SS,25000.0,Without Club,,out,summer,Serie A,2020,False,
Inter Milan,Kwadwo Asamoah,31,Ghana,Left Midfield,LM,4000000.0,Without Club,,out,summer,Serie A,2020,False,
Inter Milan,Lorenzo Tassi,25,Italy,Central Midfield,CM,125000.0,Without Club,,out,summer,Serie A,2020,False,
Inter Milan,Tommaso Berni,37,Italy,Goalkeeper,GK,100000.0,Without Club,,out,summer,Serie A,2020,False,
Inter Milan,Nicolò Barella,23,Italy,Central Midfield,CM,50000000.0,Cagliari Calcio,Italy,out,summer,Serie A,2020,True,end of loan
Inter Milan,Cristiano Biraghi,27,Italy,Left-Back,LB,9500000.0,Fiorentina,Italy,out,summer,Serie A,2020,True,end of loan
Inter Milan,Alexis Sánchez,31,Chile,Centre-Forward,CF,16000000.0,Man Utd,England,out,summer,Serie A,2020,True,end of loan
Inter Milan,Victor Moses,29,Nigeria,Right Midfield,RM,6000000.0,Chelsea,England,out,summer,Serie A,2020,True,end of loan
Inter Milan,Axel Bakayoko,23,France,Right Winger,RW,1300000.0,Red Star,Serbia,out,winter,Serie A,2020,False,
Inter Milan,Radja Nainggolan,32,Belgium,Attacking Midfield,AM,6000000.0,Cagliari Calcio,Italy,out,winter,Serie A,2020,True,free loan
Inter Milan,Sebastiano Esposito,18,Italy,Centre-Forward,CF,9000000.0,Venezia,Italy,out,winter,Serie A,2020,True,free loan
Inter Milan,Giacomo Pozzer,19,Italy,Goalkeeper,GK,50000.0,Lucchese,Italy,out,winter,Serie A,2020,True,free loan
Inter Milan,Darian Males,19,Switzerland,Centre-Forward,CF,2000000.0,FC Basel,Switzerland,out,winter,Serie A,2020,True,free loan
Juventus FC,Arthur,24,Brazil,Central Midfield,CM,56000000.0,FC Barcelona,Spain,in,summer,Serie A,2020,False,
Juventus FC,Rolando Mandragora,23,Italy,Defensive Midfield,DM,12000000.0,Udinese Calcio,Italy,in,summer,Serie A,2020,False,
Juventus FC,Álvaro Morata,27,Spain,Centre-Forward,CF,36000000.0,Atlético Madrid,Spain,in,summer,Serie A,2020,True,loan with fee
Juventus FC,Federico Chiesa,22,Italy,Right Winger,RW,48000000.0,Fiorentina,Italy,in,summer,Serie A,2020,True,loan with fee
Juventus FC,Weston McKennie,22,United States,Central Midfield,CM,20000000.0,FC Schalke 04,Germany,in,summer,Serie A,2020,True,loan with fee
Juventus FC,Stefano Gori,24,Italy,Goalkeeper,GK,1800000.0,AC Pisa,Italy,in,summer,Serie A,2020,False,
Juventus FC,Miralem Pjanić,30,Bosnia-Herzegovina,Central Midfield,CM,45000000.0,FC Barcelona,Spain,out,summer,Serie A,2020,False,
Juventus FC,Emre Can,26,Germany,Centre-Back,CB,24000000.0,Bor. Dortmund,Germany,out,summer,Serie A,2020,False,
Juventus FC,Simone Muratore,22,Italy,Central Midfield,CM,500000.0,Atalanta BC,Italy,out,summer,Serie A,2020,False,
Juventus FC,Cristian Romero,22,Argentina,Centre-Back,CB,14000000.0,Atalanta BC,Italy,out,summer,Serie A,2020,True,loan with fee
Juventus FC,Daniele Rugani,26,Italy,Centre-Back,CB,12000000.0,Stade Rennais,France,out,summer,Serie A,2020,True,loan with fee
Juventus FC,Matteo Stoppa,19,Italy,Centre-Forward,CF,100000.0,Sampdoria,Italy,out,summer,Serie A,2020,False,
Juventus FC,Douglas Costa,30,Brazil,Left Winger,LW,20000000.0,FC Bayern,Germany,out,summer,Serie A,2020,True,loan with fee
Juventus FC,Blaise Matuidi,33,France,Central Midfield,CM,10500000.0,Inter Miami CF,United States,out,summer,Serie A,2020,False,
Juventus FC,Gonzalo Higuaín,32,Argentina,Centre-Forward,CF,15000000.0,Inter Miami CF,United States,out,summer,Serie A,2020,False,
Juventus FC,Rolando Mandragora,23,Italy,Defensive Midfield,DM,12000000.0,Udinese Calcio,Italy,out,summer,Serie A,2020,True,free loan
Juventus FC,Marko Pjaca,25,Croatia,Left Winger,LW,5000000.0,Genoa,Italy,out,summer,Serie A,2020,True,free loan
Juventus FC,Luca Pellegrini,21,Italy,Left Midfield,LM,13500000.0,Genoa,Italy,out,summer,Serie A,2020,True,free loan
Juventus FC,Hans Nicolussi Caviglia,20,Italy,Central Midfield,CM,1500000.0,Parma,Italy,out,summer,Serie A,2020,True,free loan
Juventus FC,Mattia De Sciglio,27,Italy,Right-Back,RB,7500000.0,Olympique Lyon,France,out,summer,Serie A,2020,True,free loan
Juventus FC,Nicolò Rovella,19,Italy,Defensive Midfield,DM,4000000.0,Genoa,Italy,in,winter,Serie A,2020,False,
Juventus FC,Manolo Portanova,20,Italy,Attacking Midfield,AM,1000000.0,Genoa,Italy,out,winter,Serie A,2020,False,
Juventus FC,Daniele Rugani,26,Italy,Centre-Back,CB,10000000.0,Cagliari Calcio,Italy,out,winter,Serie A,2020,True,loan with fee
Juventus FC,Stefano Gori,24,Italy,Goalkeeper,GK,1500000.0,AC Pisa,Italy,out,winter,Serie A,2020,True,loan with fee
Juventus FC,Sami Khedira,33,Germany,Central Midfield,CM,2000000.0,Hertha BSC,Germany,out,winter,Serie A,2020,False,
Juventus FC,Rolando Mandragora,23,Italy,Defensive Midfield,DM,12000000.0,Torino,Italy,out,winter,Serie A,2020,True,free loan
Juventus FC,Nicolò Rovella,19,Italy,Defensive Midfield,DM,4000000.0,Genoa,Italy,out,winter,Serie A,2020,True,free loan
Parma Calcio 1913,Roberto Inglese,28,Italy,Centre-Forward,CF,12000000.0,SSC Napoli,Italy,in,summer,Serie A,2020,False,
Parma Calcio 1913,Valentin Mihaila,20,Romania,Left Winger,LW,2500000.0,Univ. Craiova,Romania,in,summer,Serie A,2020,False,
Parma Calcio 1913,Yann Karamoh,22,France,Right Winger,RW,7500000.0,Inter,Italy,in,summer,Serie A,2020,False,
Parma Calcio 1913,Maxime Busi,20,Belgium,Right-Back,RB,2500000.0,RSC Charleroi,Belgium,in,summer,Serie A,2020,False,
Parma Calcio 1913,Alberto Grassi,25,Italy,Central Midfield,CM,5500000.0,SSC Napoli,Italy,in,summer,Serie A,2020,False,
Parma Calcio 1913,Simon Sohm,19,Switzerland,Defensive Midfield,DM,1100000.0,FC Zürich,Switzerland,in,summer,Serie A,2020,False,
Parma Calcio 1913,Giuseppe Pezzella,22,Italy,Left-Back,LB,3500000.0,Udinese Calcio,Italy,in,summer,Serie A,2020,False,
Parma Calcio 1913,Luigi Sepe,29,Italy,Goalkeeper,GK,6000000.0,SSC Napoli,Italy,in,summer,Serie A,2020,False,
Parma Calcio 1913,Hernani,26,Brazil,Defensive Midfield,DM,5500000.0,Zenit S-Pb,Russia,in,summer,Serie A,2020,False,
Parma Calcio 1913,Yordan Osorio,26,Venezuela,Centre-Back,CB,2500000.0,FC Porto,Portugal,in,summer,Serie A,2020,False,
Parma Calcio 1913,Jasmin Kurtic,31,Slovenia,Central Midfield,CM,3500000.0,SPAL,Italy,in,summer,Serie A,2020,False,
Parma Calcio 1913,Wylan Cyprien,25,France,Central Midfield,CM,14500000.0,OGC Nice,France,in,summer,Serie A,2020,True,loan with fee
Parma Calcio 1913,Juan Brunetta,23,Argentina,Attacking Midfield,AM,2400000.0,Godoy Cruz,Argentina,in,summer,Serie A,2020,True,loan with fee
Parma Calcio 1913,Mateo Likaxhiu,19,Albania,Central Midfield,CM,75000.0,Sanremese,Italy,in,summer,Serie A,2020,False,
Parma Calcio 1913,Lautaro Valenti,21,Argentina,Centre-Back,CB,2700000.0,Lanús,Argentina,in,summer,Serie A,2020,True,free loan
Parma Calcio 1913,Hans Nicolussi Caviglia,20,Italy,Central Midfield,CM,1500000.0,Juventus,Italy,in,summer,Serie A,2020,True,free loan
Parma Calcio 1913,José Machín,23,Equatorial Guinea,Central Midfield,CM,1500000.0,Monza,Italy,out,summer,Serie A,2020,False,
Parma Calcio 1913,Luca Zamparo,25,Italy,Centre-Forward,CF,300000.0,Reggiana,Italy,out,summer,Serie A,2020,False,
Parma Calcio 1913,Gabriele Carannante,21,Italy,Central Midfield,CM,75000.0,Legnago,Italy,out,summer,Serie A,2020,True,free loan
Parma Calcio 1913,Abdou Diakhate,21,Senegal,Central Midfield,CM,300000.0,ND Gorica,Slovenia,out,summer,Serie A,2020,False,
Parma Calcio 1913,Alessandro Martella,19,Italy,Right-Back,RB,75000.0,AJ Fano,Italy,out,summer,Serie A,2020,True,free loan
Parma Calcio 1913,Sebastiano Longo,22,Italy,Left Winger,LW,100000.0,AJ Fano,Italy,out,summer,Serie A,2020,True,free loan
Parma Calcio 1913,Emmanuele Matino,21,Italy,Centre-Back,CB,175000.0,Cavese,Italy,out,summer,Serie A,2020,False,
Parma Calcio 1913,Emerson Espinoza,19,Ecuador,Central Midfield,CM,250000.0,Albacete B,Spain,out,summer,Serie A,2020,False,
Parma Calcio 1913,Walid Cheddira,22,Italy,Centre-Forward,CF,175000.0,Mantova,Italy,out,summer,Serie A,2020,True,free loan
Parma Calcio 1913,Yves Baraye,28,Senegal,Right Winger,RW,550000.0,Gil Vicente,Portugal,out,summer,Serie A,2020,False,
Parma Calcio 1913,Manuel Nocciolini,31,Italy,Centre-Forward,CF,300000.0,Sambenedettese,Italy,out,summer,Serie A,2020,True,free loan
Parma Calcio 1913,Lorenzo Simonetti,24,Italy,Central Midfield,CM,150000.0,Pistoiese,Italy,out,summer,Serie A,2020,True,free loan
Parma Calcio 1913,Fabrizio Alastra,23,Italy,Goalkeeper,GK,150000.0,Pescara,Italy,out,summer,Serie A,2020,True,free loan
Parma Calcio 1913,Luca Siligardi,32,Italy,Right Winger,RW,500000.0,Crotone,Italy,out,summer,Serie A,2020,True,free loan
Parma Calcio 1913,Kastriot Dermaku,28,Albania,Centre-Back,CB,1500000.0,Lecce,Italy,out,summer,Serie A,2020,True,free loan
Parma Calcio 1913,Eric Lanini,26,Italy,Centre-Forward,CF,225000.0,Novara,Italy,out,summer,Serie A,2020,True,free loan
Parma Calcio 1913,Matteo Darmian,30,Italy,Right-Back,RB,6500000.0,Inter,Italy,out,summer,Serie A,2020,True,free loan
Parma Calcio 1913,Michele Fornasier,27,Italy,Centre-Back,CB,300000.0,Cremonese,Italy,out,summer,Serie A,2020,False,
Parma Calcio 1913,Alessio Da Cruz,23,Netherlands,Left Winger,LW,1900000.0,FC Groningen,Netherlands,out,summer,Serie A,2020,True,free loan
Parma Calcio 1913,Marco Frediani,26,Italy,Left Winger,LW,200000.0,Alessandria,Italy,out,summer,Serie A,2020,False,
Parma Calcio 1913,Francesco Golfo,26,Italy,Left Winger,LW,175000.0,Juve Stabia,Italy,out,summer,Serie A,2020,True,free loan
