fifa_version,player_positions,overall,potential,value_eur,height_cm,weight_kg,club_name,club_position,club_contract_valid_until_year,nationality_name,nation_position,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,name
22.0,"ST, LW, RW",85,85,53000000.0,176,73,Atlético Madrid,LS,2022.0,France,RW,Left,3,4,4,Medium/Medium,#Acrobat,"Finesse Shot, Flair, Long Shot Taker (AI), Playmaker (AI), Outside Foot Shot, Chip Shot (AI), Technical Dribbler (AI)",80.0,84.0,84.0,87.0,52.0,72.0,83,84,83,84,86,85,86,85,82,89,80,80,92,89,83,82,90,86,63,83,73,49,89,85,79,90.0,43,54,49,14,8,14,13,14,,84+1,84+1,84+1,85,86-1,86-1,86-1,85,86-1,86-1,86-1,85,82+3,82+3,82+3,85,71+3,69+3,69+3,69+3,71+3,69+3,63+3,63+3,63+3,69+3,21+3,Antoine Griezmann
22.0,CM,84,89,63500000.0,172,68,Inter,RCM,2024.0,Italy,RCM,Right,3,3,3,High/High,"#Engine, #Acrobat","Solid Player, Technical Dribbler (AI)",78.0,71.0,79.0,86.0,75.0,78.0,69,69,53,86,75,83,75,67,79,87,80,76,91,89,90,69,78,95,69,72,79,84,83,83,73,85.0,74,75,79,11,5,13,14,11,,75+3,75+3,75+3,81,81,81,81,81,83+3,83+3,83+3,82+3,84+3,84+3,84+3,82+3,81+3,82+3,82+3,82+3,81+3,80+3,76+3,76+3,76+3,80+3,19+3,Nicolò Barella
22.0,"CM, CDM",84,87,57000000.0,176,72,Leicester City,RDM,2023.0,Belgium,LCM,Right,5,4,2,Medium/Medium,#Playmaker ,"Solid Player, Long Passer (AI), Long Shot Taker (AI), Playmaker (AI)",63.0,79.0,86.0,80.0,71.0,72.0,82,74,67,89,78,79,81,78,88,85,67,59,67,83,77,87,66,81,69,86,68,74,80,87,73,86.0,70,73,69,6,8,10,14,12,,77+2,77+2,77+2,79,80,80,80,79,82+2,82+2,82+2,80+2,84+2,84+2,84+2,80+2,77+2,79+2,79+2,79+2,77+2,75+2,72+2,72+2,72+2,75+2,18+2,Youri Tielemans
22.0,CB,84,86,42500000.0,194,100,Manchester United,LCB,2024.0,England,LCB,Right,3,2,3,High/High,"#Aerial Threat, #Tactician, #Strength","Solid Player, Leadership, Long Passer (AI), Power Header",50.0,55.0,69.0,70.0,85.0,87.0,51,48,87,78,47,71,48,46,84,76,47,53,50,84,41,75,85,82,90,52,84,86,61,70,44,85.0,87,83,78,14,16,9,14,9,,67+3,67+3,67+3,64,67,67,67,64,69+3,69+3,69+3,68+3,76+3,76+3,76+3,68+3,74+3,82+3,82+3,82+3,74+3,76+3,84+2,84+2,84+2,76+3,21+3,Harry Maguire
22.0,"RB, RWB, RM",84,84,36500000.0,173,69,Atlético Madrid,SUB,2023.0,England,SUB,Right,4,3,2,Medium/Medium,#Crosser,"Long Throw-in, Solid Player, Early Crosser",73.0,63.0,82.0,77.0,80.0,72.0,86,54,79,81,58,74,86,82,80,82,74,73,73,81,77,75,78,87,64,70,73,80,76,80,66,77.0,79,81,80,11,14,8,11,10,,72+2,72+2,72+2,76,75,75,75,76,76+2,76+2,76+2,78+2,79+2,79+2,79+2,78+2,81+2,80+2,80+2,80+2,81+2,81+2,78+2,78+2,78+2,81+2,19+2,Kieran Trippier
22.0,ST,84,84,41500000.0,170,68,Monaco,ST,2024.0,France,,Right,5,4,2,High/Low,"#Dribbler, #Acrobat","Leadership, Flair, Outside Foot Shot, Team Player, Chip Shot (AI), Technical Dribbler (AI)",82.0,84.0,77.0,87.0,39.0,70.0,74,88,74,82,84,87,82,76,66,87,83,81,91,86,91,84,78,75,69,74,62,44,90,80,85,85.0,34,33,26,6,13,9,7,7,,84,84,84,84,85-1,85-1,85-1,84,84,84,84,83+1,77+2,77+2,77+2,83+1,63+2,61+2,61+2,61+2,63+2,59+2,53+2,53+2,53+2,59+2,17+2,Wissam Ben Yedder
22.0,"LM, LWB",84,84,42500000.0,184,82,Eintracht Frankfurt,LM,2023.0,Serbia,,Left,2,3,3,High/High,#Engine,"Power Free-Kick, Speed Dribbler (AI)",88.0,77.0,82.0,83.0,68.0,80.0,91,75,59,80,70,85,79,80,75,82,89,88,76,82,79,85,67,90,77,78,80,63,79,81,64,80.0,69,72,68,13,14,12,12,13,,78+3,78+3,78+3,83,81,81,81,83,81+3,81+3,81+3,83+1,79+3,79+3,79+3,83+1,79+3,75+3,75+3,75+3,79+3,77+3,71+3,71+3,71+3,77+3,21+3,Filip Kostic
22.0,"CAM, RM, ST",84,84,45000000.0,173,75,Real Betis,CAM,2023.0,France,,Left,4,4,3,High/Medium,#Dribbler,"Power Free-Kick, Finesse Shot, Flair, Outside Foot Shot, Chip Shot (AI), Technical Dribbler (AI)",83.0,83.0,82.0,87.0,38.0,79.0,79,83,49,84,77,88,83,79,78,87,88,79,82,79,91,84,64,79,81,84,79,34,82,83,74,89.0,34,42,30,15,9,8,14,15,,80+3,80+3,80+3,84,83,83,83,84,84,84,84,83+1,78+3,78+3,78+3,83+1,64+3,63+3,63+3,63+3,64+3,59+3,53+3,53+3,53+3,59+3,20+3,Nabil Fekir
22.0,CB,83,89,53000000.0,181,75,Sevilla,RCB,2024.0,France,SUB,Right,3,2,2,High/High,#Tactician ,,81.0,45.0,64.0,72.0,84.0,78.0,45,47,79,80,32,69,42,26,75,74,81,81,71,85,74,48,88,76,79,40,75,86,47,62,43,82.0,85,85,83,11,10,8,14,13,,63+2,63+2,63+2,66,66,66,66,66,68+2,68+2,68+2,68+2,72+2,72+2,72+2,68+2,77+2,80+2,80+2,80+2,77+2,79+2,82+2,82+2,82+2,79+2,20+2,Jules Koundé
22.0,RB,83,87,48500000.0,183,72,Manchester United,RB,2024.0,England,,Right,2,4,2,Medium/High,#Tackling ,"Solid Player, Dives Into Tackles (AI)",85.0,52.0,69.0,79.0,81.0,75.0,73,46,51,76,43,80,74,45,58,76,82,88,84,83,72,70,67,81,72,46,78,84,70,66,44,76.0,78,87,92,9,8,6,8,8,,67+2,67+2,67+2,73,71,71,71,73,72+2,72+2,72+2,74+2,72+2,72+2,72+2,74+2,82+2,78+2,78+2,78+2,82+2,81+2,78+2,78+2,78+2,81+2,16+2,Aaron Wan-Bissaka
22.0,LB,83,86,43500000.0,180,73,Real Madrid,SUB,2025.0,France,,Left,5,4,1,High/High,"#Speedster, #Engine","Flair, Speed Dribbler (AI)",92.0,64.0,76.0,79.0,78.0,84.0,78,63,72,80,50,80,72,35,78,78,91,92,81,82,78,69,79,89,83,64,82,79,80,75,49,78.0,77,81,80,7,16,9,10,9,,75+2,75+2,75+2,79,77,77,77,79,78+2,78+2,78+2,80+2,79+2,79+2,79+2,80+2,82+2,80+2,80+2,80+2,82+2,81+2,79+2,79+2,79+2,81+2,18+2,Ferland Mendy
22.0,GK,83,85,30000000.0,197,86,Chelsea,GK,2025.0,Senegal,,Right,2,1,2,Medium/Medium,,"Leadership, Comes For Crosses",,,,,,,10,5,10,39,9,13,13,14,46,31,36,33,48,80,27,59,39,35,72,9,22,13,6,44,13,57.0,10,11,13,83,82,78,81,84,35.0,28+2,28+2,28+2,26,29,29,29,26,31+2,31+2,31+2,29+2,34+2,34+2,34+2,29+2,26+2,31+2,31+2,31+2,26+2,25+2,25+2,25+2,25+2,25+2,82+2,Edouard Mendy
22.0,CB,83,83,30000000.0,189,83,Napoli,RCB,2024.0,Greece,,Right,2,2,3,Low/Medium,#Tactician ,Dives Into Tackles (AI),81.0,25.0,44.0,62.0,85.0,81.0,27,25,80,65,16,54,30,10,61,66,77,84,70,81,60,40,91,69,83,12,86,86,25,22,26,83.0,85,85,87,8,6,8,15,12,,52+3,52+3,52+3,51,50,50,50,51,51+3,51+3,51+3,54+3,57+3,57+3,57+3,54+3,71+3,74+3,74+3,74+3,71+3,75+3,83,83,83,75+3,18+3,Konstantinos Manolas
22.0,"CF, RM, RW",83,83,29500000.0,177,75,Roma,LM,2022.0,Armenia,,Right,5,4,3,Medium/Medium,,"Finesse Shot, Flair",85.0,80.0,79.0,83.0,56.0,74.0,77,80,68,83,79,84,81,66,71,83,86,85,84,82,83,84,66,88,69,77,69,60,84,84,72,82.0,51,53,55,5,11,14,5,7,,80+3,80+3,80+3,83,83,83,83,83,83,83,83,82+1,79+3,79+3,79+3,82+1,73+3,70+3,70+3,70+3,73+3,70+3,63+3,63+3,63+3,70+3,16+3,Henrikh Mkhitaryan
22.0,"LWB, LB, LM",83,83,33000000.0,186,75,Roma,RES,2024.0,Italy,,Right,4,4,3,High/Medium,#Speedster,"Injury Prone, Speed Dribbler (AI)",92.0,64.0,73.0,80.0,78.0,71.0,84,60,69,78,59,83,66,41,64,80,94,91,80,82,69,68,69,81,66,68,71,80,77,72,59,69.0,82,77,75,11,13,12,15,14,,74+3,74+3,74+3,79,77,77,77,79,77+3,77+3,77+3,80+3,76+3,76+3,76+3,80+3,81+2,77+3,77+3,77+3,81+2,81+2,76+3,76+3,76+3,81+2,21+3,Leonardo Spinazzola
22.0,"CAM, CM",82,88,49000000.0,178,68,Arsenal,CAM,2026.0,Norway,RM,Left,2,5,3,High/Medium,,"Solid Player, Flair, Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",77.0,74.0,83.0,84.0,58.0,62.0,84,73,52,83,73,85,81,83,81,85,80,75,85,74,83,76,46,78,56,77,63,65,76,86,63,76.0,65,49,51,14,15,15,8,10,,74+3,74+3,74+3,81,79,79,79,81,81+3,81+3,81+3,81+3,79+3,79+3,79+3,81+3,72+3,70+3,70+3,70+3,72+3,68+3,60+3,60+3,60+3,68+3,19+3,Martin Ødegaard
22.0,"CDM, CM",82,87,42000000.0,185,75,Juventus,RDM,2023.0,Italy,SUB,Right,4,3,2,Medium/High,,"Long Shot Taker (AI), Playmaker (AI)",61.0,72.0,79.0,77.0,79.0,79.0,70,69,68,85,64,78,68,64,83,80,62,60,69,83,60,77,65,89,78,80,72,79,73,82,60,77.0,80,82,74,11,12,11,10,15,,74+2,74+2,74+2,75,76,76,76,75,78+2,78+2,78+2,77+2,82+2,82+2,82+2,77+2,78+2,81+2,81+2,81+2,78+2,77+2,77+2,77+2,77+2,77+2,20+2,Manuel Locatelli
22.0,ST,82,86,45000000.0,192,77,Real Sociedad,ST,2026.0,Sweden,LS,Right,5,4,2,High/Low,,"Flair, Speed Dribbler (AI), Outside Foot Shot",84.0,82.0,68.0,79.0,29.0,69.0,61,83,77,79,83,79,70,57,47,82,82,85,79,81,66,84,71,70,75,77,52,29,86,76,75,77.0,25,21,18,7,6,9,7,11,,82+2,82+2,82+2,79,81,81,81,79,79+2,79+2,79+2,77+2,70+2,70+2,70+2,77+2,56+2,52+2,52+2,52+2,56+2,52+2,47+2,47+2,47+2,52+2,16+2,Alexander Isak
22.0,"ST, LW",82,86,44000000.0,188,78,Sevilla,ST,2025.0,Morocco,,Left,4,3,2,High/High,,"Speed Dribbler (AI), Power Header",78.0,83.0,58.0,78.0,35.0,76.0,48,89,84,69,76,84,63,47,58,79,74,81,68,80,47,83,83,76,76,75,76,31,82,52,67,74.0,27,31,27,13,9,14,9,13,,82+2,82+2,82+2,75,78,78,78,75,74+2,74+2,74+2,73+2,67+2,67+2,67+2,73+2,55+2,54+2,54+2,54+2,55+2,53+2,52+2,52+2,52+2,53+2,19+2,Youssef En-Nesyri
22.0,GK,82,84,26000000.0,195,94,West Ham United,SUB,2022.0,France,,Right,3,1,2,Medium/Medium,,Comes For Crosses,,,,,,,20,19,14,48,16,15,16,16,37,22,56,54,58,78,58,57,72,38,80,14,26,23,17,51,25,64.0,13,18,12,85,79,76,80,85,55.0,34+2,34+2,34+2,33,34,34,34,33,36+2,36+2,36+2,35+2,36+2,36+2,36+2,35+2,32+2,34+2,34+2,34+2,32+2,31+2,31+2,31+2,31+2,31+2,81+2,Alphonse Areola
22.0,"CDM, CM",82,83,29500000.0,177,67,Roma,LDM,2024.0,France,SUB,Right,3,3,2,Medium/Medium,,"Long Shot Taker (AI), Playmaker (AI)",77.0,75.0,77.0,79.0,77.0,81.0,69,69,59,85,72,76,69,71,80,82,84,72,76,79,81,83,74,85,79,80,84,77,69,74,85,82.0,79,81,77,9,10,11,8,9,,74+2,74+2,74+2,76,77,77,77,76,78+2,78+2,78+2,77+2,79+2,79+2,79+2,77+2,79+2,81+2,81+2,81+2,79+2,78+2,77+2,77+2,77+2,78+2,17+2,Jordan Veretout
22.0,"CM, CB, CDM",82,83,35000000.0,186,86,Borussia Dortmund,SUB,2024.0,Germany,,Right,4,3,3,Medium/High,"#Tackling, #Strength","Dives Into Tackles (AI), Leadership, Flair, Long Shot Taker (AI), Technical Dribbler (AI)",78.0,78.0,78.0,80.0,84.0,87.0,69,76,82,83,71,82,77,64,83,79,67,87,72,81,75,85,87,88,86,81,88,84,76,79,60,79.0,81,87,86,14,8,8,13,11,,80+3,80+3,80+3,78,79,79,79,78,80+3,80+3,80+3,79+3,82+1,82+1,82+1,79+3,82+1,84-1,84-1,84-1,82+1,82+1,84-1,84-1,84-1,82+1,19+3,Emre Can
22.0,GK,82,82,20500000.0,189,88,Eintracht Frankfurt,GK,2024.0,Germany,SUB,Right,4,1,3,Medium/Medium,,"Leadership, Rushes Out Of Goal, Comes For Crosses",,,,,,,13,13,11,25,12,10,14,12,12,24,45,52,42,82,37,59,75,45,73,13,30,22,12,46,17,62.0,15,14,10,82,78,79,82,84,48.0,30+3,30+3,30+3,27,30,30,30,27,29+3,29+3,29+3,28+3,28+3,28+3,28+3,28+3,28+3,28+3,28+3,28+3,28+3,28+3,28+3,28+3,28+3,28+3,81+1,Kevin Trapp
22.0,"RW, CF",81,89,58000000.0,186,75,Juventus,SUB,2024.0,Sweden,RS,Left,4,4,2,High/Medium,,Flair,84.0,74.0,77.0,84.0,56.0,76.0,80,70,54,79,80,85,83,61,69,87,85,83,77,80,73,74,66,85,77,83,67,55,77,78,65,83.0,50,64,58,14,5,10,10,5,,76+2,76+2,76+2,81,80,80,80,81,80+2,80+2,80+2,81+2,77+2,77+2,77+2,81+2,73+2,70+2,70+2,70+2,73+2,70+2,64+2,64+2,64+2,70+2,16+2,Dejan Kulusevski
22.0,"LW, RW",81,88,52500000.0,170,68,Bayer 04 Leverkusen,RM,2025.0,France,SUB,Left,2,4,2,High/Low,"#Speedster, #Dribbler, #Acrobat","Speed Dribbler (AI), Technical Dribbler (AI)",94.0,67.0,73.0,85.0,41.0,53.0,75,73,28,78,63,87,66,41,70,82,96,92,92,77,93,73,62,70,44,54,51,48,77,76,42,75.0,46,35,46,8,9,8,8,14,,71+2,71+2,71+2,81,78,78,78,81,79+2,79+2,79+2,80+2,73+2,73+2,73+2,80+2,66+2,60+2,60+2,60+2,66+2,62+2,49+2,49+2,49+2,62+2,17+2,Moussa Diaby
22.0,"CAM, CM, CF",81,86,39000000.0,179,72,RB Leipzig,LAM,2024.0,France,,Right,3,4,2,Medium/Medium,#Dribbler,"Finesse Shot, Outside Foot Shot, Technical Dribbler (AI)",79.0,74.0,81.0,85.0,69.0,65.0,81,74,59,83,59,86,81,76,80,86,81,78,85,78,83,79,59,74,63,76,59,69,78,81,65,79.0,69,72,70,5,6,10,15,7,,76+2,76+2,76+2,81,80,80,80,81,81+2,81+2,81+2,81+2,80+2,80+2,80+2,81+2,76+2,75+2,75+2,75+2,76+2,75+2,69+2,69+2,69+2,75+2,16+2,Christopher Nkunku
22.0,"CAM, CM, CF",81,85,36000000.0,185,83,Borussia Dortmund,SUB,2024.0,Germany,,Right,4,4,3,High/Medium,,"Flair, Long Passer (AI), Outside Foot Shot, Technical Dribbler (AI)",73.0,75.0,80.0,84.0,48.0,66.0,79,73,54,82,79,84,77,65,79,85,77,69,84,79,83,81,62,80,71,78,38,47,77,82,54,81.0,46,47,49,11,16,11,8,9,,75+3,75+3,75+3,80,79,79,79,80,81+3,81+3,81+3,80+3,78+3,78+3,78+3,80+3,67+3,65+3,65+3,65+3,67+3,64+3,55+3,55+3,55+3,64+3,18+3,Julian Brandt
22.0,"CM, CAM",81,85,35500000.0,177,68,Tottenham Hotspur,SUB,2025.0,Argentina,LCM,Left,3,4,1,High/High,,"Finesse Shot, Flair, Long Shot Taker (AI), Speed Dribbler (AI), Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",75.0,76.0,82.0,83.0,69.0,73.0,79,75,60,84,69,83,82,79,83,85,76,75,83,82,80,82,57,76,70,75,82,70,76,83,65,80.0,64,75,68,10,7,10,15,14,,77+2,77+2,77+2,80,80,80,80,80,81+2,81+2,81+2,81+2,81+2,81+2,81+2,81+2,76+2,77+2,77+2,77+2,76+2,74+2,71+2,71+2,71+2,74+2,19+2,Giovani Lo Celso
22.0,"RM, RW",81,82,30500000.0,183,73,Arsenal,RM,2024.0,Côte d'Ivoire,,Left,2,4,2,High/Medium,,"Finesse Shot, Flair, Long Shot Taker (AI), Speed Dribbler (AI), Technical Dribbler (AI)",88.0,79.0,75.0,83.0,36.0,65.0,77,79,57,76,70,85,81,79,66,81,88,88,88,77,79,81,66,77,68,78,43,33,77,76,85,77.0,36,34,30,11,14,11,6,8,,77+2,77+2,77+2,81,80,80,80,81,79+2,79+2,79+2,80+2,72+2,72+2,72+2,80+2,62+2,57+2,57+2,57+2,62+2,58+2,48+2,48+2,48+2,58+2,17+2,Nicolas Pépé
22.0,ST,81,81,21000000.0,192,83,Bologna,ST,2024.0,Austria,ST,Right,4,4,3,Medium/Low,#Strength,"Flair, Long Shot Taker (AI)",79.0,81.0,79.0,78.0,44.0,82.0,77,80,79,81,79,77,79,72,74,82,78,80,70,78,80,84,78,77,87,82,77,38,79,81,79,79.0,40,42,39,14,15,10,10,15,,80+1,80+1,80+1,79,80,80,80,79,79+2,79+2,79+2,79+2,75+3,75+3,75+3,79+2,64+3,64+3,64+3,64+3,64+3,61+3,59+3,59+3,59+3,61+3,20+3,Marko Arnautovic
22.0,"CDM, CM",81,81,21500000.0,180,74,Lille,RCM,2023.0,France,,Right,3,3,2,High/High,#Engine,"Solid Player, Leadership",67.0,64.0,74.0,75.0,80.0,85.0,72,61,80,79,56,75,68,46,77,76,65,69,72,79,73,69,93,93,79,65,87,84,70,75,66,78.0,77,83,76,8,14,15,7,10,,71+2,71+2,71+2,72,72,72,72,72,74+2,74+2,74+2,74+2,77+2,77+2,77+2,74+2,78+2,80+1,80+1,80+1,78+2,78+2,81,81,81,78+2,18+2,Benjamin André
22.0,ST,81,81,25500000.0,181,83,Nice,SUB,2024.0,Algeria,,Right,3,3,2,High/High,#Strength,"Power Free-Kick, Long Shot Taker (AI), Power Header, Outside Foot Shot",84.0,82.0,73.0,75.0,37.0,85.0,74,82,84,75,83,76,69,71,64,74,81,87,73,78,74,89,85,83,87,77,80,27,83,77,75,79.0,32,37,25,10,14,10,8,11,,81,81,81,78,79,79,79,78,77+2,77+2,77+2,77+2,71+2,71+2,71+2,77+2,60+2,58+2,58+2,58+2,60+2,57+2,54+2,54+2,54+2,57+2,18+2,Andy Delort
22.0,GK,81,81,13000000.0,185,83,Valencia,SUB,2023.0,Netherlands,,Right,3,1,3,Medium/Medium,,"Injury Prone, Comes For Crosses",,,,,,,17,10,12,50,19,12,10,10,35,32,56,50,48,80,50,59,71,40,67,15,25,25,11,60,21,61.0,18,12,11,81,80,78,81,79,54.0,32+3,32+3,32+3,33,35,35,35,33,37+3,37+3,37+3,35+3,38+3,38+3,38+3,35+3,32+3,35+3,35+3,35+3,32+3,31+3,29+3,29+3,29+3,31+3,80+1,Jasper Cillessen
22.0,"RM, RW",81,81,27500000.0,171,67,Napoli,RW,2024.0,Italy,,Left,4,4,2,High/Medium,#Acrobat,"Finesse Shot, Long Shot Taker (AI), Technical Dribbler (AI)",83.0,77.0,78.0,84.0,42.0,55.0,80,76,40,79,75,83,79,77,76,84,84,82,89,81,87,78,51,77,41,82,63,38,76,77,70,79.0,63,29,29,11,12,6,8,11,,73+2,73+2,73+2,81,79,79,79,81,80+1,80+1,80+1,80+1,75+2,75+2,75+2,80+1,64+2,61+2,61+2,61+2,64+2,60+2,49+2,49+2,49+2,60+2,18+2,Matteo Politano
22.0,"CF, CM",81,81,26500000.0,181,79,Atalanta,RF,2023.0,Ukraine,LW,Left,4,4,3,Medium/Medium,"#Distance Shooter, #FK Specialist","Power Free-Kick, Long Passer (AI), Long Shot Taker (AI), Technical Dribbler (AI)",74.0,80.0,83.0,81.0,64.0,79.0,79,73,74,85,70,83,85,86,81,85,73,74,69,77,73,90,74,81,79,87,78,66,77,84,83,75.0,55,72,50,6,6,12,15,13,,79+2,79+2,79+2,80,81,81,81,80,81,81,81,80+1,81,81,81,80+1,73+3,75+3,75+3,75+3,73+3,71+3,69+3,69+3,69+3,71+3,17+3,Ruslan Malinovskyi
22.0,RWB,81,81,25000000.0,174,67,Lazio,RB,2024.0,Italy,,Right,3,3,2,High/High,"#Speedster, #Engine",Speed Dribbler (AI),92.0,62.0,76.0,82.0,70.0,65.0,83,67,44,78,59,82,68,58,75,81,93,92,89,78,89,53,39,86,56,57,66,73,74,74,55,76.0,72,75,69,14,6,11,5,11,,69+2,69+2,69+2,79,76,76,76,79,77+2,77+2,77+2,80+1,77+2,77+2,77+2,80+1,79+2,75+2,75+2,75+2,79+2,77+2,68+2,68+2,68+2,77+2,17+2,Manuel Lazzari
22.0,"LB, CB, LWB",80,86,31000000.0,178,70,Arsenal,LB,2024.0,Scotland,LCB,Left,3,3,2,High/High,#Engine,"Long Throw-in, Injury Prone, Speed Dribbler (AI)",84.0,60.0,75.0,77.0,75.0,79.0,82,52,59,77,38,78,72,56,68,77,86,83,76,76,77,79,80,86,74,66,84,77,73,73,42,74.0,78,76,76,13,16,8,12,13,,70+2,70+2,70+2,75,74,74,74,75,74+2,74+2,74+2,76+2,75+2,75+2,75+2,76+2,79+2,77+2,77+2,77+2,79+2,78+2,75+2,75+2,75+2,78+2,20+2,Kieran Tierney
22.0,"CM, CDM",80,84,30000000.0,175,70,Milan,SUB,2024.0,Algeria,,Left,3,4,2,Medium/Medium,#Acrobat,Technical Dribbler (AI),73.0,67.0,80.0,84.0,73.0,73.0,72,63,62,84,64,84,70,73,83,84,80,67,86,81,88,74,78,79,66,72,81,75,64,81,68,79.0,74,76,69,9,12,10,16,15,,72+2,72+2,72+2,77,76,76,76,77,79+2,79+2,79+2,78+2,80+2,80+2,80+2,78+2,77+2,79+2,79+2,79+2,77+2,75+2,74+2,74+2,74+2,75+2,20+2,Ismaël Bennacer
22.0,"CB, CDM",80,84,26500000.0,190,77,Roma,RCB,2024.0,Italy,,Right,3,2,2,Medium/High,,Leadership,61.0,45.0,50.0,59.0,80.0,84.0,34,48,82,67,40,51,38,34,42,75,59,63,34,80,57,51,87,86,83,34,85,82,32,51,47,72.0,78,81,77,13,12,8,6,8,,58+2,58+2,58+2,54,57,57,57,54,56+2,56+2,56+2,57+2,62+2,62+2,62+2,57+2,70+2,74+2,74+2,74+2,70+2,73+2,80+2,80+2,80+2,73+2,17+2,Gianluca Mancini
22.0,"CDM, CM",80,84,27500000.0,174,76,VfL Wolfsburg,RDM,2023.0,Austria,SUB,Left,3,3,2,High/High,,"Dives Into Tackles (AI), Long Shot Taker (AI)",69.0,70.0,73.0,77.0,73.0,81.0,59,66,44,79,60,76,70,60,77,77,74,64,78,81,77,78,63,85,80,76,85,83,75,78,56,74.0,75,74,69,6,8,8,12,7,,71+2,71+2,71+2,73,75,75,75,73,76+2,76+2,76+2,74+2,78+2,78+2,78+2,74+2,75+2,79+2,79+2,79+2,75+2,73+2,73+2,73+2,73+2,73+2,16+2,Xaver Schlager
22.0,"CM, CDM",80,83,27500000.0,168,62,Inter,SUB,2024.0,Italy,,Right,4,4,1,Medium/Medium,#Playmaker ,"Injury Prone, Dives Into Tackles (AI), Long Shot Taker (AI), Playmaker (AI), Technical Dribbler (AI)",67.0,60.0,83.0,83.0,67.0,59.0,78,49,45,87,49,79,75,75,84,90,71,64,81,73,91,69,68,65,50,73,71,74,62,86,73,78.0,63,73,73,10,6,8,11,13,,65+2,65+2,65+2,75,73,73,73,75,78+2,78+2,78+2,76+2,80+2,80+2,80+2,76+2,75+2,76+2,76+2,76+2,75+2,72+2,68+2,68+2,68+2,72+2,17+2,Stefano Sensi
22.0,GK,80,82,18000000.0,188,77,Juventus,SUB,2022.0,Italy,,Right,3,1,2,Medium/Medium,,"Injury Prone, Cautious With Crosses",,,,,,,11,11,12,33,19,19,15,13,31,23,57,56,70,77,30,53,75,30,52,17,25,19,12,44,21,65.0,20,12,19,80,80,71,79,82,57.0,30+2,30+2,30+2,31,32,32,32,31,33+2,33+2,33+2,31+2,31+2,31+2,31+2,31+2,29+2,29+2,29+2,29+2,29+2,29+2,27+2,27+2,27+2,29+2,79+2,Mattia Perin
22.0,ST,80,81,24500000.0,190,82,Ajax,ST,2025.0,Côte d'Ivoire,,Right,3,3,3,High/Medium,#Strength,Power Header,66.0,79.0,62.0,74.0,51.0,81.0,42,82,85,74,83,74,57,46,49,79,58,73,67,80,52,81,82,69,91,65,70,36,81,75,88,81.0,39,61,55,6,7,14,7,6,,79+2,79+2,79+2,72,77,77,77,72,74+3,74+3,74+3,70+3,69+3,69+3,69+3,70+3,60+3,62+3,62+3,62+3,60+3,60+3,63+3,63+3,63+3,60+3,15+3,Sébastien Haller
22.0,"CDM, CM",80,80,,187,84,,,,Poland,CDM,Right,3,3,3,High/High,,"Long Passer (AI), Long Shot Taker (AI)",68.0,76.0,72.0,72.0,75.0,81.0,63,72,75,78,75,70,54,62,81,79,67,69,59,80,53,82,74,78,83,78,80,77,72,69,78,80.0,75,76,72,15,14,8,6,7,,75+3,75+3,75+3,72,74,74,74,72,74+3,74+3,74+3,73+3,76+3,76+3,76+3,73+3,74+3,78+2,78+2,78+2,74+3,74+3,77+3,77+3,77+3,74+3,18+3,Grzegorz Krychowiak
22.0,"CDM, CM",80,80,18000000.0,172,71,Napoli,RES,2024.0,Germany,,Right,4,3,2,Medium/High,,"Dives Into Tackles (AI), Team Player",57.0,42.0,75.0,77.0,76.0,76.0,70,31,57,80,48,72,65,62,78,82,64,52,82,78,88,62,79,91,66,34,82,78,65,74,58,75.0,79,77,75,14,10,14,12,9,,60+2,60+2,60+2,67,66,66,66,67,70+2,70+2,70+2,71+2,75+2,75+2,75+2,71+2,76+2,79+1,79+1,79+1,76+2,75+2,74+2,74+2,74+2,75+2,19+2,Diego Demme
22.0,RB,80,80,20500000.0,183,83,Napoli,RB,2026.0,Italy,RB,Right,3,3,2,Medium/Medium,,,84.0,66.0,73.0,76.0,76.0,79.0,76,64,71,77,60,76,69,69,71,75,85,83,78,76,78,72,83,89,75,69,74,77,70,64,59,72.0,76,78,75,8,10,8,10,7,,72+2,72+2,72+2,74,73,73,73,74,73+2,73+2,73+2,75+2,74+2,74+2,74+2,75+2,78+2,76+2,76+2,76+2,78+2,78+2,76+2,76+2,76+2,78+2,16+2,Giovanni Di Lorenzo
