,name,full_name,age,height,nationality,place_of_birth,price,max_price,position,shirt_nr,foot,club,contract_expires,joined_club,player_agent,outfitter,league
123,Casemiro,Carlos Henrique Casimiro,31,1.85,Brazil  Spain,São José dos Campos,50,80,midfield - Defensive Midfield,18,right,Man Utd,6/30/2026,8/22/2022,Best of You,,EPL
1464,Marin Pongracic,Marin Pongračić,25,1.93,Croatia  Germany,Landshut,6,10,Defender - Centre-Back,5,right,Lecce,6/30/2023,8/22/2022,Match2gether,,Other
1942,Dani Gómez,Daniel Gómez Alcón,24,1.78,Spain,Alcorcón,2,2.5,Attack - Centre-Forward,19,right,Espanyol,6/30/2023,8/22/2022,Manuel García ...,Nike,LaLiga
666,Junior Dina Ebimbe,Éric Junior Dina Ebimbe,22,1.84,France  Cameroon,Stains,7.5,7.5,midfield - Right Midfield,26,right,E. Frankfurt,6/30/2023,8/21/2022,Relatives,,Bundesliga
1072,Giacomo Raspadori,,23,1.72,Italy,Bentivoglio,35,35,Attack - Second Striker,81,both,SSC Napoli,6/30/2027,8/20/2022,TMP SOCCER srl,adidas,Other
1527,Juan Cabal,Juan David Cabal Murillo,22,1.86,Colombia,Cali,2.5,2.5,Defender - Centre-Back,32,left,Hellas Verona,6/30/2027,8/20/2022,VIDA 11,,SerieA
397,Morgan Gibbs-White,Morgan Anthony Gibbs-White,23,1.78,England  Jamaica,Stafford,30,30,midfield - Attacking Midfield,10,right,Nottm Forest,6/30/2027,8/19/2022,CAA Stellar,,Other
1065,Tanguy Ndombélé,Tanguy Ndombélé Alvaro,26,1.81,France  DR Congo,Longjumeau,25,65,midfield - Central Midfield,91,right,SSC Napoli,6/30/2023,8/19/2022,,adidas,Other
1171,Brandon Soppy,Beanou-Junior Brandon Deflorent Soppy,21,1.81,France  Cote d'Ivoire,Aubervilliers,10,10,Defender - Right-Back,93,right,Atalanta BC,6/30/2026,8/19/2022,CAA Stellar,,SerieA
1850,Omar Alderete,Omar Federico Alderete Fernández,26,1.88,Paraguay,Asunción,4,10,Defender - Centre-Back,15,left,Getafe,6/30/2023,8/19/2022,La Squadra Sports,,LaLiga
1900,Javi Hernández,Javier Hernández Carrera,25,1.85,Spain,Jerez de la Frontera,2.5,2.5,Defender - Left-Back,16,left,Girona,6/30/2023,8/19/2022,Wasserman,,LaLiga
1907,Reinier,,21,1.85,Brazil,Brasília,3,25,midfield - Attacking Midfield,19,right,Girona,6/30/2023,8/19/2022,Bertolucci Sports,adidas,LaLiga
281,Matheus Nunes,,24,1.83,Portugal  Brazil,Rio de Janeiro,45,45,midfield - Central Midfield,27,right,Wolves,6/30/2027,8/18/2022,Gestifute,,EPL
1074,Giovanni Simeone,Giovanni Pablo Simeone Baldini,27,1.8,Argentina  Spain,Buenos Aires,17,25,Attack - Centre-Forward,18,right,SSC Napoli,6/30/2023,8/18/2022,,,Other
1292,Perr Schuurs,,23,1.91,Netherlands,Nieuwstadt,20,20,Defender - Centre-Back,3,right,Torino,6/30/2026,8/18/2022,Prime11,Nike,SerieA
1348,Jhon Lucumí,Jhon Janer Lucumí Bonilla,24,1.87,Colombia,Cali,9,13,Defender - Centre-Back,26,left,Bologna,6/30/2025,8/18/2022,Wasserman,,SerieA
1454,Boulaye Dia,,26,1.8,Senegal  France,Oyonnax,14,14,Attack - Centre-Forward,29,right,Salernitana,6/30/2023,8/18/2022,Frederic Guerra ...,Nike,Other
198,Thilo Kehrer,Jan Thilo Kehrer,26,1.86,Germany  Burundi,Tübingen,18,35,Defender - Centre-Back,24,right,West Ham,6/30/2026,8/17/2022,Dirk Hebel,Nike,EPL
744,Merlin Röhl,,20,1.92,Germany,Berlin,2,2,midfield - Central Midfield,34,both,SC Freiburg,,8/17/2022,sportlobby,,Bundesliga
1325,Destiny Udogie,Iyenoma Destiny Udogie,20,1.88,Italy  Nigeria,Verona,22,22,Defender - Left-Back,13,left,Udinese Calcio,6/30/2023,8/17/2022,Football Service,,SerieA
1351,Joaquín Sosa,Enzo Joaquín Sosa Romañuk,21,1.85,Uruguay  Italy,Fray Bentos,3,3,Defender - Centre-Back,4,left,Bologna,6/30/2027,8/17/2022,UruFutbol,,SerieA
1421,Alberto Grassi,Alberto Grassi,28,1.83,Italy,Lumezzane,2,7,midfield - Central Midfield,5,right,FC Empoli,6/30/2023,8/17/2022,M.A.R.A.T. Football ...,,Other
1801,Tanguy Nianzou,Tanguy-Austin Nianzou Kouassi,20,1.91,France  Cote d'Ivoire,Paris,9,12,Defender - Centre-Back,14,right,Sevilla FC,6/30/2027,8/17/2022,VV Consulting,adidas,LaLiga
2182,Issa Kaboré,,22,1.8,Burkina Faso,Bobo-Dioulasso,5,5,Defender - Right-Back,29,right,Marseille,6/30/2023,8/17/2022,Forza Sports Group,,Ligue1
2259,Alan Virginius,,20,1.75,France,Soisy-sous-Montmorency,4,4,Attack - Left Winger,26,right,LOSC Lille,6/30/2027,8/17/2022,,,Ligue1
8,Sergio Gómez,Sergio Gómez Martín,22,1.71,Spain,Badalona,15,15,Defender - Left-Back,21,left,Man City,6/30/2026,8/16/2022,SEG,,EPL
331,Pervis Estupiñán,Pervis Josué Estupiñán Tenorio,25,1.75,Ecuador  Spain,Esmeraldas,20,20,Defender - Left-Back,30,left,Brighton,6/30/2027,8/16/2022,Promoesport,Nike,EPL
829,Julian Baumgartlinger,,35,1.84,Austria,Salzburg,0.6,6,midfield - Defensive Midfield,14,right,FC Augsburg,6/30/2023,8/16/2022,PRO Profil GmbH,,Bundesliga
1445,Giulio Maggiore,,25,1.84,Italy,Genova,7.5,8.5,midfield - Central Midfield,25,right,Salernitana,6/30/2026,8/16/2022,World Soccer Agency,,Other
2502,Ousmane Camara,,20,1.97,France  Mali,Paris,2,2,Defender - Centre-Back,29,right,Angers SCO,6/30/2026,8/16/2022,,,Ligue1
2554,M'Baye Niang,,28,1.88,Senegal  France,Meulan,3,15,Attack - Centre-Forward,11,right,AJ Auxerre,6/30/2024,8/16/2022,,Puma,Other
2090,Álex Collado,Álex Collado Gutiérrez,24,1.77,Spain,Sabadell,4,5,Attack - Right Winger,15,left,Elche CF,6/30/2023,8/15/2022,Goal Management,Nike,LaLiga
393,Remo Freuler,Remo Marco Freuler,31,1.8,Switzerland,Ennenda,10,25,midfield - Central Midfield,23,right,Nottm Forest,6/30/2025,8/14/2022,ESHA,Nike,Other
1711,Giovani Lo Celso,,27,1.77,Argentina  Italy,Rosario,18,50,midfield - Central Midfield,17,left,Villarreal,6/30/2023,8/14/2022,DCGLOBALSL,Puma,LaLiga
2129,Mohamed Camara,,23,1.73,Mali,Bamako,28,28,midfield - Defensive Midfield,4,right,Monaco,6/30/2027,8/14/2022,Unique Sports Group,,Ligue1
390,Cheikhou Kouyaté,,33,1.89,Senegal  Belgium,Dakar,3,12,midfield - Defensive Midfield,21,right,Nottm Forest,6/30/2024,8/13/2022,Extra Time Sports ...,,Other
404,Emmanuel Dennis,Emmanuel Bonaventure Dennis,25,1.75,Nigeria,Abuja,10,17,Attack - Centre-Forward,25,right,Nottm Forest,6/30/2026,8/13/2022,Relatives,,Other
1788,Nico González,Nicolás González Iglesias,21,1.88,Spain,A Coruña,10,25,midfield - Central Midfield,17,right,Valencia,6/30/2023,8/13/2022,Gestifute,Nike,LaLiga
2535,Gideon Mensah,,24,1.78,Ghana,Accra,2,3,Defender - Left-Back,14,left,AJ Auxerre,6/30/2025,8/13/2022,HC,,Other
218,Alex Smithies,Alexander Smithies,33,1.89,England,Huddersfield,0.6,3.5,Goalkeeper,12,right,Leicester,6/30/2024,8/12/2022,World in Motion,,EPL
1150,Filip Kostić,Филип Костић,30,1.84,Serbia,Kragujevac,24,40,midfield - Left Midfield,17,left,Juventus,6/30/2026,8/12/2022,World Soccer Agency,Nike,SerieA
1398,Andrea Petagna,,27,1.9,Italy,Trieste,10,20,Attack - Centre-Forward,37,left,Monza,6/30/2026,8/12/2022,Gr Sports,,Other
1437,Dylan Bronn,Dylan Daniel Mahmoud Bronn,27,1.86,Tunisia  France,Cannes,3,7,Defender - Centre-Back,2,right,Salernitana,6/30/2025,8/12/2022,Creative & ...,,Other
1453,Antonio Candreva,,36,1.8,Italy,Roma,1.5,27,midfield - Right Midfield,87,right,Salernitana,6/30/2023,8/12/2022,P&P Sport ...,,Other
1579,Gianluca Saro,,22,1.79,Italy,San Daniele del Friuli,0.2,0.275,Goalkeeper,13,right,Cremonese,,8/12/2022,Starbridge Srl,,Other
2080,Pol Lirola,Pol Mikel Lirola Kosok,25,1.83,Spain,Mollet del Vallès,2.5,13,Defender - Right-Back,24,right,Elche CF,6/30/2023,8/12/2022,Universal Twenty Two,Nike,LaLiga
1027,Dominique Heintz,,29,1.88,Germany,Neustadt an der Weinstraße,1.5,10,Defender - Centre-Back,30,left,VfL Bochum,6/30/2023,8/11/2022,Sports360 GmbH,,Bundesliga
1285,Andrea Pinamonti,,23,1.85,Italy,Cles,17,20,Attack - Centre-Forward,9,right,Sassuolo,6/30/2027,8/11/2022,Team Raiola,,SerieA
1309,Nikola Vlasic,Nikola Vlašić,25,1.78,Croatia,Split,20,30,midfield - Attacking Midfield,16,right,Torino,6/30/2023,8/11/2022,,Nike,SerieA
1310,Aleksey Miranchuk,Миранчук Алексей Андреевич,27,1.82,Russia,"Slavyansk-na-Kubani, Krasnodar Region",12,18,midfield - Attacking Midfield,59,left,Torino,6/30/2023,8/11/2022,Shpinev Vadim,adidas,SerieA
1377,Pablo Marí,Pablo Marí Villar,29,1.93,Spain,Almussafes,5,7,Defender - Centre-Back,3,left,Monza,,8/11/2022,AC Talent,adidas,Other
1856,Ángel Algobia,Ángel Algobia Esteves,23,1.88,Spain  Portugal,Velilla de San Antonio,1.5,1.5,midfield - Defensive Midfield,16,right,Getafe,6/30/2023,8/11/2022,JONATHAN SÁNCHEZ,,LaLiga
2013,Léo Baptistão,Leonardo Carrilho Baptistão,30,1.85,Brazil  Spain,Santos,1.8,7,Attack - Second Striker,12,right,UD Almería,6/30/2026,8/11/2022,Soccersport,Nike,LaLiga
2171,Arnaud Kalimuendo,Arnaud Kalimuendo Muinga,21,1.75,France  DR Congo,Suresnes,25,25,Attack - Centre-Forward,9,right,Rennes,6/30/2027,8/11/2022,DW Sports Management,adidas,Ligue1
429,Mikkel Damsgaard,Mikkel Krogh Damsgaard,22,1.8,Denmark,Jyllinge,15,20,Attack - Left Winger,24,right,Brentford,6/30/2027,8/10/2022,Boutique Transfers,Nike,Other
484,Issa Diop,Issa Laye Lucas Jean Diop,26,1.94,France  Senegal,Toulouse,18,35,Defender - Centre-Back,31,right,Fulham,6/30/2027,8/10/2022,firsteleven ISM,adidas,EPL
1448,Tonny Vilhena,Tonny Emílio Trindade de Vilhena,28,1.75,Netherlands  Angola,Maassluis,3.4,14,midfield - Central Midfield,10,left,Salernitana,6/30/2023,8/10/2022,Team of Future,Nike,Other
1490,Bartlomiej Dragowski,Bartłomiej Drągowski,25,1.91,Poland,Białystok,4.5,16,Goalkeeper,69,right,Spezia Calcio,6/30/2025,8/10/2022,Mariusz Kulesza,Mizuno,Other
1584,Luka Lochoshvili,ლუკა ლოჩოშვილი,24,1.92,Georgia,Tiflis,1.5,1.5,Defender - Centre-Back,44,left,Cremonese,,8/10/2022,FA PLAYERS AGENTS,,Other
1598,Cyriel Dessers,Cyriel Kolawole Dessers,28,1.85,Nigeria  Belgium,Leuven,6,6,Attack - Centre-Forward,90,right,Cremonese,6/30/2027,8/10/2022,Stirr Associates,,Other
1845,Kiko Casilla,Francisco Casilla Cortés,36,1.9,Spain,Alcover,0.4,7.5,Goalkeeper,1,right,Getafe,6/30/2023,8/10/2022,CONTROL ORIENTADO,,LaLiga
2122,Malang Sarr,Malang Mamadou William Sarr,24,1.83,France  Senegal,Nice,8,18,Defender - Centre-Back,23,left,Monaco,6/30/2023,8/10/2022,P&P Sport ...,,Ligue1
2192,Alexis Sánchez,Alexis Alejandro Sánchez Sánchez,34,1.69,Chile,Tocopilla,4.5,70,Attack - Centre-Forward,70,right,Marseille,6/30/2023,8/10/2022,Fernando Felicevich,Nike,Ligue1
362,Amadou Onana,Amadou Zeund Georges Ba Mvom Onana,21,1.95,Belgium  Senegal,Dakar,42,42,midfield - Defensive Midfield,8,right,Everton,6/30/2027,8/9/2022,BTFM,,EPL
435,Joel Robles,Joel Robles Blázquez,32,1.97,Spain,Getafe,1.2,7.5,Goalkeeper,22,right,Leeds,6/30/2023,8/9/2022,InterStarDeporte,,Other
617,Timo Werner,,27,1.8,Germany,Stuttgart,25,80,Attack - Centre-Forward,11,right,RB Leipzig,6/30/2026,8/9/2022,Sports360 GmbH,adidas,Bundesliga
1837,Carles Pérez,Carles Pérez Sayol,25,1.73,Spain,Granollers,5,10,Attack - Right Winger,7,left,Celta de Vigo,6/30/2023,8/9/2022,LEADERBROCK,adidas,LaLiga
2048,Momo Mbaye,Mamadou Mbaye,24,1.92,Senegal,Saint-Louis,0.7,0.7,Defender - Centre-Back,5,left,Cádiz CF,6/30/2024,8/9/2022,Extra Time Sports ...,,LaLiga
2455,Thierno Baldé,,20,1.82,France  Guinea,Villeneuve-Saint-Georges,4,4,Defender - Right-Back,18,right,Troyes,6/30/2027,8/9/2022,SRM,,Ligue1
353,Conor Coady,Conor David Coady,30,1.85,England,Liverpool,18,25,Defender - Centre-Back,30,right,Everton,6/30/2023,8/8/2022,World in Motion,adidas,EPL
510,Marcos Senesi,Marcos Nicolás Senesi Barón,26,1.85,Argentina  Italy,Concordia,17,20,Defender - Centre-Back,25,left,Bournemouth,6/30/2026,8/8/2022,Interplayers,,EPL
592,Anthony Modeste,Anthony Mbu Agogo Modeste,35,1.88,France  Martinique,Cannes,1,20,Attack - Centre-Forward,20,right,Bor. Dortmund,6/30/2023,8/8/2022,Wasserman,,Bundesliga
766,Angeliño,,26,1.71,Spain,Coristanco,14,35,Defender - Left-Back,11,left,TSG Hoffenheim,6/30/2023,8/8/2022,VIDA 11,Nike,Bundesliga
951,Jean-Paul Boëtius,Jean-Paul Patrick Boëtius,29,1.78,Netherlands  Suriname,Rotterdam,2,6,midfield - Attacking Midfield,10,right,Hertha BSC,6/30/2025,8/8/2022,CAA Stellar,,Bundesliga
1210,Ivan Provedel,,29,1.94,Italy,Pordenone,12,12,Goalkeeper,94,right,Lazio,6/30/2027,8/8/2022,Keeper Football ...,adidas,SerieA
1932,Edu Expósito,Eduardo Expósito Jaén,26,1.78,Spain,Barcelona,6,6,midfield - Central Midfield,20,right,Espanyol,6/30/2027,8/8/2022,Promoesport,,LaLiga
506,Neto,,33,1.9,Brazil  Italy,Araxá,2.5,18,Goalkeeper,13,right,Bournemouth,6/30/2026,8/7/2022,Bertolucci Sports,adidas,EPL
1688,Robert Navarro,Robert Navarro Muñoz,21,1.78,Spain,Barcelona,4,4,midfield - Attacking Midfield,17,right,Real Sociedad,6/30/2027,8/7/2022,,,LaLiga
2056,Fede San Emeterio,Federico San Emeterio Díaz,26,1.76,Spain,Sierra de Ibio,2,5,midfield - Central Midfield,24,right,Cádiz CF,6/30/2026,8/7/2022,,,LaLiga
1842,Gonçalo Paciência,Gonçalo Mendes Paciência,28,1.84,Portugal,Porto,2.5,15,Attack - Centre-Forward,9,right,Celta de Vigo,6/30/2025,8/6/2022,Proeleven S.A.,,LaLiga
33,Marc Cucurella,Marc Cucurella Saseta,24,1.73,Spain,Alella,40,55,Defender - Left-Back,32,left,Chelsea,6/30/2028,8/5/2022,EMG Mundial,Puma,EPL
211,Maxwel Cornet,Gnaly Maxwel Cornet,26,1.79,Cote d'Ivoire  France,Bregbo,15,18,Attack - Left Winger,14,left,West Ham,6/30/2027,8/5/2022,Unique Sports Group,adidas,EPL
329,Levi Colwill,Levi Lemar Samuel Colwill,20,1.87,England,Southampton,16,16,Defender - Centre-Back,6,left,Brighton,5/31/2023,8/5/2022,FA Sport,,EPL
1199,Georginio Wijnaldum,Georginio Gregion Emile Wijnaldum,32,1.75,Netherlands  Suriname,Rotterdam,12,50,midfield - Central Midfield,25,right,AS Roma,6/30/2023,8/5/2022,Football Mix B.V.,adidas,SerieA
1376,Marlon,,27,1.82,Brazil,Duque de Caxias,7.5,10,Defender - Centre-Back,4,right,Monza,6/30/2023,8/5/2022,Promanager,adidas,Other
1582,Emanuel Aiwu,,22,1.85,Austria,Innsbruck,3.5,3.5,Defender - Centre-Back,4,right,Cremonese,6/30/2026,8/5/2022,Stars & Friends,Puma,Other
1899,Miguel Gutiérrez,Miguel Gutiérrez Ortega,21,1.8,Spain,Madrid,9,10,Defender - Left-Back,3,left,Girona,6/30/2027,8/5/2022,Wasserman,,LaLiga
2076,Lautaro Blanco,Lautaro Emanuel Blanco,24,1.76,Argentina,Rosario (SFE),3.5,4.5,Defender - Left-Back,2,left,Elche CF,6/30/2027,8/5/2022,,,LaLiga
2183,Jordan Veretout,Jordan Marcel Gilbert Veretout,30,1.77,France,Ancenis,14,35,midfield - Defensive Midfield,27,right,Marseille,6/30/2025,8/5/2022,Kelyxane Sport ...,adidas,Ligue1
2251,Bafodé Diakité,,22,1.85,France  Guinea,Toulouse,8,8,Defender - Right-Back,18,right,LOSC Lille,6/30/2026,8/5/2022,Classico,,Ligue1
2555,Nuno Da Costa,Nuno Miguel da Costa Jóia,32,1.82,Cape Verde  France,Praïa,1,5,Attack - Centre-Forward,9,right,AJ Auxerre,6/30/2024,8/5/2022,,,Other
44,Carney Chukwuemeka,Carney Chibueze Chukwuemeka,19,1.87,England  Nigeria,Eisenstadt,15,15,midfield - Central Midfield,30,right,Chelsea,6/30/2028,8/4/2022,,,EPL
764,Eduardo Quaresma,Eduardo Filipe Quaresma Vieira Coimbra Simões,21,1.85,Portugal,Barreiro,3,7,Defender - Centre-Back,26,right,TSG Hoffenheim,6/30/2023,8/4/2022,Proeleven S.A.,adidas,Bundesliga
1180,Ademola Lookman,Ademola Olajade Alade Aylola Lookman,25,1.74,Nigeria  England,London,30,30,Attack - Second Striker,11,right,Atalanta BC,6/30/2026,8/4/2022,ROOF,Nike,SerieA
1425,Nicolò Cambiaghi,,22,1.73,Italy,Monza,3,3,Attack - Left Winger,28,right,FC Empoli,6/30/2023,8/4/2022,MM-Management,,Other
1483,Lameck Banda,,22,1.69,Zambia,Lusaka,3,3,Attack - Left Winger,22,right,Lecce,6/30/2026,8/4/2022,Wasserman,adidas,Other
1803,Alex Telles,Alex Nicolao Telles,30,1.81,Brazil  Italy,Caxias do Sul,12,40,Defender - Left-Back,3,left,Sevilla FC,6/30/2023,8/4/2022,Gol International,adidas,LaLiga
2111,Renato Sanches,Renato Júnior Luz Sanches,25,1.76,Portugal  Sao Tome and Principe,Lisboa,20,30,midfield - Central Midfield,18,right,Paris SG,6/30/2027,8/4/2022,Gestifute,adidas,Ligue1
2250,Ismaily,,33,1.77,Brazil,Ivinhema,3,19,Defender - Left-Back,31,left,LOSC Lille,6/30/2023,8/4/2022,,Puma,Ligue1
2470,Iké Ugbo,Iké Dominique Ugbo,24,1.84,Canada  England,London,4,5,Attack - Centre-Forward,9,right,Troyes,6/30/2026,8/4/2022,FA Sport,,Ligue1
2540,Rayan Raveloson,,26,1.83,Madagascar  France,Anosibe Ifanja,1.5,2,midfield - Defensive Midfield,97,right,AJ Auxerre,6/30/2025,8/4/2022,J.Gomes Avocat,,Other
760,Stanley Nsoki,Stanley Pierre Nsoki,24,1.84,France  DR Congo,Poissy,8.5,12,Defender - Centre-Back,34,left,TSG Hoffenheim,6/30/2027,8/3/2022,ROGON,,Bundesliga
1520,Simone Perilli,,28,1.95,Italy,Roma,0.2,0.3,Goalkeeper,34,right,Hellas Verona,6/30/2024,8/3/2022,no agent,,SerieA
1964,Sergio Camello,Sergio Camello Pérez,22,1.77,Spain,Madrid,10,10,Attack - Centre-Forward,34,right,Rayo Vallecano,6/30/2023,8/3/2022,Best of You,,LaLiga
2193,Kasper Schmeichel,Kasper Peter Schmeichel,36,1.89,Denmark,Kopenhagen,2.5,12,Goalkeeper,1,right,OGC Nice,6/30/2025,8/3/2022,P&P Sport ...,New Balance,Ligue1
2198,Mattia Viti,,21,1.9,Italy,Borgo San Lorenzo,10,10,Defender - Centre-Back,42,left,OGC Nice,6/30/2027,8/3/2022,CAA Base Ltd,,Ligue1
2389,Folarin Balogun,Folarin Jerry Balogun,21,1.78,England  United States,"New York City, New York",25,25,Attack - Centre-Forward,29,right,Stade Reims,6/30/2023,8/3/2022,Elite Project Group ...,adidas,Ligue1
2399,Maxime Wackers,,25,1.84,France,Villeneuve-d'Ascq,0.15,0.15,Defender - Centre-Back,4,right,Lorient B,,8/3/2022,USM GROUP,,Other
26,Gabriel Slonina,Gabriel Paweł Słonina,19,1.93,United States  Poland,"Addison, Illinois",8,8,Goalkeeper,36,right,Chelsea,6/30/2028,8/2/2022,SXI,,EPL
482,Bernd Leno,,31,1.9,Germany,Bietigheim-Bissingen,10,35,Goalkeeper,17,right,Fulham,6/30/2025,8/2/2022,fair-sport GmbH,Puma,EPL
871,Luca Pfeiffer,,26,1.96,Germany,Bad Mergentheim,2,2.8,Attack - Centre-Forward,20,right,VfB Stuttgart,6/30/2026,8/2/2022,Haspel ...,,Bundesliga
1095,Charles De Ketelaere,,22,1.92,Belgium,Brugge,27,30,midfield - Attacking Midfield,90,left,AC Milan,6/30/2027,8/2/2022,A-GROUP,,SerieA
1451,Grigoris Kastanos,Γρηγόρης Κάστανος,25,1.79,Cyprus,Sotira,1.3,1.5,midfield - Central Midfield,20,left,Salernitana,6/30/2026,8/2/2022,M.A.R.A.T. Football ...,,Other
1512,Viktor Kovalenko,,27,1.82,Ukraine,Kherson,2,6,midfield - Attacking Midfield,24,right,Spezia Calcio,6/30/2023,8/2/2022,ProStar,,Other
1906,Yangel Herrera,Yangel Clemente Herrera Ravelo,25,1.84,Venezuela,"La Guaira, Vargas",9,18,midfield - Central Midfield,21,right,Girona,6/30/2023,8/2/2022,PARRI GROUP,adidas,LaLiga
2533,Julian Jeanvier,Julian Marc Jeanvier,31,1.83,Guinea  France,Clichy,0.8,2.5,Defender - Centre-Back,27,right,AJ Auxerre,6/30/2023,8/2/2022,Carrierefoot,,Other
2579,Jérémie Bela,,30,1.73,Angola  France,Melun,1.8,3,Attack - Left Winger,91,right,Clermont Foot,6/30/2024,8/2/2022,AMS CONSULTING,,Other
523,Marcus Tavernier,Marcus Joseph Tavernier,24,1.78,England,Leeds,15,15,midfield - Left Midfield,16,left,Bournemouth,6/30/2027,8/1/2022,StormSportsX,,EPL
1228,Matías Vecino,Matías Vecino Falero,31,1.87,Uruguay  Italy,San Jacinto,4.5,25,midfield - Central Midfield,5,right,Lazio,6/30/2025,8/1/2022,World Soccer Agency,Nike,SerieA
1299,Valentino Lazaro,Valentino Lando Lazaro,27,1.8,Austria,Graz,6.5,19,Defender - Right-Back,19,right,Torino,6/30/2023,8/1/2022,Unique Sports Group,adidas,SerieA
1510,Julius Beck,Julius Eskelund Beck,18,1.78,Denmark,Haderslev,0.25,0.25,midfield - Central Midfield,16,right,Spezia Calcio,6/30/2024,8/1/2022,Beckster Int.,,Other
1569,Filip Djuricic,Филип Ђуричић,31,1.81,Serbia,Obrenovac,2.5,10,midfield - Attacking Midfield,7,right,Sampdoria,6/30/2024,8/1/2022,GG11,,SerieA
1821,Agustín Marchesín,Agustín Federico Marchesín,35,1.88,Argentina  Italy,San Cayetano,3,9,Goalkeeper,1,right,Celta de Vigo,6/30/2025,8/1/2022,,,LaLiga
1865,Borja Mayoral,Borja Mayoral Moya,26,1.82,Spain,Parla,9,14,Attack - Centre-Forward,19,right,Getafe,6/30/2027,8/1/2022,Footfeel ISM,,LaLiga
1910,Rodrigo Riquelme,Rodrigo Riquelme Reche,23,1.74,Spain,Madrid,10,10,Attack - Left Winger,17,right,Girona,6/30/2023,8/1/2022,Wasserman,,LaLiga
2149,Joe Rodon,Joseph Peter Rodon,25,1.93,Wales,Swansea,8,10,Defender - Centre-Back,2,right,Rennes,6/30/2023,8/1/2022,CAA Stellar,,Ligue1
2208,Alexis Beka Beka,Alexis Adelin Beka Beka,22,1.78,France  Congo,Paris,6,7,midfield - Defensive Midfield,21,right,OGC Nice,6/30/2027,8/1/2022,Classico,,Ligue1
2212,Aaron Ramsey,Aaron James Ramsey,32,1.78,Wales,Caerphilly,3,45,midfield - Central Midfield,16,right,OGC Nice,6/30/2023,8/1/2022,Avid Sports Group,adidas,Ligue1
392,Orel Mangala,Orel Johnson Mangala,25,1.78,Belgium  DR Congo,Brüssel,12,22,midfield - Central Midfield,5,right,Nottm Forest,6/30/2026,7/31/2022,M-Soccermanagement,Nike,Other
603,David Raum,,25,1.8,Germany,Nürnberg,20,26,Defender - Left-Back,22,left,RB Leipzig,6/30/2027,7/31/2022,ROOF,,Bundesliga
1484,Federico Di Francesco,,28,1.71,Italy,Pisa,1.5,5,Attack - Left Winger,11,right,Lecce,6/30/2025,7/31/2022,YOU FIRST,,Other
958,Wilfried Kanga,Wilfried Kanga Aka,25,1.89,Cote d'Ivoire  France,Montreuil-sous-Bois,3,4,Attack - Centre-Forward,18,right,Hertha BSC,6/30/2026,7/30/2022,Lasana KOITA,,Bundesliga
1439,Lorenzo Pirola,,21,1.88,Italy,Carate Brianza,3,3,Defender - Centre-Back,98,left,Salernitana,6/30/2023,7/30/2022,Gr Sports,,Other
1476,Daniel Samek,,19,1.84,Czech Republic,Hradec Králové,2,2.2,midfield - Defensive Midfield,20,right,Lecce,6/30/2027,7/30/2022,TOP SPORT MANAGEMENT,Puma,Other
1825,Óscar Mingueza,Óscar Mingueza García,24,1.84,Spain,Santa Perpètua de Mogoda,3,15,Defender - Centre-Back,3,right,Celta de Vigo,6/30/2026,7/30/2022,TACTIC GRUP - ...,Puma,LaLiga
2179,Nuno Tavares,Nuno Albertino Varela Tavares,23,1.83,Portugal  Cape Verde,Lisboa,18,18,Defender - Left-Back,30,left,Marseille,6/30/2023,7/30/2022,Prodigy Players,Nike,Ligue1
326,Tom McGill,Thomas Peter Wayne McGill,23,1.85,Canada  England,Belleville,0.2,0.2,Goalkeeper,38,right,Brighton,6/30/2023,7/29/2022,10Ten Football,,EPL
1321,Nehuén Pérez,Patricio Nehuén Pérez,22,1.84,Argentina,Hurlingham,8,8,Defender - Centre-Back,18,right,Udinese Calcio,6/30/2027,7/29/2022,Universal Twenty Two,,SerieA
1322,Enzo Ebosse,,24,1.85,Cameroon  France,Amiens,4.5,4.5,Defender - Centre-Back,23,left,Udinese Calcio,6/30/2027,7/29/2022,KTM,adidas,SerieA
1513,Daniel Maldini,,21,1.88,Italy  Venezuela,Milano,2,2,midfield - Attacking Midfield,30,right,Spezia Calcio,6/30/2023,7/29/2022,Gr Sports,,Other
1947,Florian Lejeune,Florian Grégoire Claude Lejeune,31,1.9,France,Paris,4,8,Defender - Centre-Back,19,right,Rayo Vallecano,6/30/2023,7/29/2022,Wasserman,Nike,LaLiga
2148,Arthur Theate,Arthur Nicolas Theate,22,1.85,Belgium,Liège,20,20,Defender - Centre-Back,5,left,Rennes,6/30/2026,7/29/2022,DVL Management,,Ligue1
2387,Junya Ito,伊東 純也,30,1.76,Japan,"Yokosuka, Kanagawa",10,10,Attack - Right Winger,39,right,Stade Reims,6/30/2026,7/29/2022,BRAIN VERSE,Puma,Ligue1
